SpecCode,Species,autoctr,StockCode,MorphDatRefNo,Females,Males,AppearancePic,SexualAttributes,SexMorphology,SexColors,StrikingFeatures,BodyShapeI,BodyShapeII,Forehead,OperculumPresent,TypeofEyes,TypeofMouth,PosofMouth,MandibleTeeth,MandibleTeethT1,MandibleTeethT2,MandibleRowsMin,MandibleRowsMax,MaxillaTeeth,MaxillaTeethT1,MaxillaTeethT2,MaxillaRowsMin,MaxillaRowsMax,VomerineTeeth,VomerineTeethT1,VomerineTeethT2,VomerineRowsMin,VomerineRowsMax,Palatine,PalatineTeethT1,PalatineTeethT2,PalatineRowsMin,PalatineRowsMax,PharyngealTeeth,PharyngealTeethT1,PharyngealTeethT2,PharyngealRowsMin,PharyngealRowsMax,TeethonTongue,Lipsteeth,DermalTeeth,CommentonTeeth,TypeofScales,Scutes,Keels,HorStripesTTI,HorStripesTTII,VerStripesTTI,VerStripesTTII,VerStripesTTIII,DiaStripesTTI,DiaStripesTTII,DiaStripesTTIII,CurStripesTTI,CurStripesTTII,CurStripesTTIII,SpotsTTI,SpotsTTII,SpotsTTIII,DorsalFinI,DorsalFinII,CaudalFinI,CaudalFinII,AnalFinI,AnalFinII,LateralLinesNo,LLinterrupted,ScalesLateralmin,ScalesLateralmax,PoredScalesMin,PoredScalesMax,LatSeriesMin,LatSeriesMax,ScaleRowsAboveMin,ScaleRowsAboveMax,ScaleRowsBelowMin,ScaleRowsBelowMax,ScalesPeduncMin,ScalesPeduncMax,BarbelsNo,BarbelsType,GillCleftsNo,Spiracle,GillRakersLowMin,GillRakersLowMax,GillRakersUpMin,GillRakersUpMax,GillRakersTotalMin,GillRakersTotalMax,Vertebrae,VertebraePreanMin,VertebraePreanMax,VertebraeTotalMin,VertebraeTotalMax,DorsalAttributes,Dfinno,DorsalSpinesMin,DorsalSpinesMax,Notched,DorsalSoftRaysMin,DorsalSoftRaysMax,Adifin,DFinletsmin,DFinletsmax,VFinletsmin,VFinletsmax,CShape,Attributes,Afinno,AnalFinSpinesMin,AnalFinSpinesMax,Araymin,Araymax,PectoralAttributes,Pspines2,Praymin,Praymax,PelvicsAttributes,VPosition,VPosition2,Vspines,Vraymin,Vraymax,StandardLengthCm,Forklength,Totallength,HeadLength,PreDorsalLength,PrePelvicsLength,PreAnalLength,PostHeadDepth,PostTrunkDepth,MaximumDepth,PeduncleDepth,PeduncleLength,CaudalHeight,PreorbitalLength,EyeLength,Entered,DateEntered,Modified,DateModified,Expert,DateChecked,RemarkSex,AddChars,SimilarSpecies1,SimilarSpec1Remarks,SimilarSpecies2,SimilarSpec2Remarks,EaseofID,OtherRef1,OtherRef2,TS
7641,Bothus mancus,4801,7949,1602,0,0,NA,NA,NA,NA,NA,short and / or deep,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,76,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,11,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,96,104,absent,0,0,0,0,NA,NA,1,0,0,74,81,NA,0,10,13,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,1995-09-08T00:00:00Z,2291,2013-05-02T00:00:00Z,NA,NA,NA,"Eyed side with dark margined light colored spots and numerous scattered small dark spots; normally with 3 dark blotches or spots on lateral line; dorsal and anal fins with longitudinal row of widely-spaced dark spots; pectorals of the eyed side with dark crossbars (Ref. 4417).
Description:  Characterized further by pale brown to light grey body color; pectoral rays on eyed side, greatly prolonged  in male, sometimes reaching as far posteriorly as caudal fin; weakly ctenoid scales or cycloid on eyed side, cycloid on blind side; short gill rakers; eyes of male with short tentacle; lower jaw extending to below front edge of lower eye or slightly posterior; mature male with spines on snout and on upper and lower orbital ridges; depth of body 1.7-25.1 in SL (Ref. 90102).",NA,NA,NA,NA,NA,37816,90102,NA
7282,Bryaninops tigris,4574,7573,37816,0,0,NA,NA,NA,NA,NA,elongated,compressed,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,6,7,0,7,7,NA,NA,NA,NA,NA,NA,NA,1,1,1,8,9,NA,NA,12,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309,2001-12-04T00:00:00Z,2291,2013-04-04T00:00:00Z,1016,2012-01-27T00:01:41Z,NA,"Dorsal-fin rays VI + I,7 or I,8 (usually I,8); anal-fin rays usually I,8 or I,9; pectoral-fin rays 12<96>14 (usually 13); anteriormost scales on body usually reaching to above or a little anterior to pectoral-fin base, the longitudinal scale series 32<96>59 (mean scale count 47); body elongate, the depth at origin of anal fin 11.6<96>14.5 % SL; head width about equal to head depth; snout length about equal to orbit diameter; gill opening small, reaching ventrally to below or just anterior to lower edge of pectoral-fin base; mouth slightly inferior; a recurved canine tooth (or pair of teeth) at side of lower jaw; lower edge of preopercle slightly scalloped; caudal fin truncate with rounded corners; pelvic fins short, round, and cup-like, the pelvic spines and frenum thickened; dorsal two-fifths of body transparent, crossed by six or seven narrow bars that may be yellow, dusky orange, or red, with a small spot of the same color dorsally between each bar; a white line above vertebral column; lower three-fifths of body dusky to blackish orange. Largest specimen, 24.5 mm (Ref. 89154).",NA,NA,NA,NA,NA,89154,90102,NA
225,Callionymus filamentosus,240,239,4405,0,0,NA,NA,NA,NA,NA,fusiform / normal,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,0,9,9,NA,0,0,0,0,NA,NA,1,0,0,9,9,NA,0,15,20,NA,NA,NA,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,1997-02-20T00:00:00Z,65,2013-01-15T00:00:00Z,NA,NA,NA,"Light brown in color with dark spots on sides; fins with dark brown spots; males with black stripes or blotches on 1st dorsal fin, females with black blotch on 3rd membrane (Ref. 4405).  Ventral margin of preopercular spine convex (Ref 42832).",NA,NA,NA,NA,NA,42832,43448,NA
4355,Calotomus carolinus,2673,4550,525,0,0,NA,NA,different morphology in juveniles and adults,NA,none,fusiform / normal,compressed,clearly convex,-1,more or less normal,more or less normal,terminal,present,conical,NA,4,8,present,conical,canine-like,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,Teeth imbricate on external face of upper jaw.,cycloid scales,absent,0,absent,NA,absent,NA,NA,absent,NA,NA,absent,NA,NA,more than one spot,lateral,on trunk and tail,more than one spot or stripe,no colored margin,more than one spot or stripe,no colored margin,more than one spot or stripe,no colored margin,1,0,25,27,NA,NA,NA,NA,1.5,1.5,4.5,4.5,12,12,0,NA,NA,NA,NA,NA,NA,NA,10,14,NA,9,9,25,25,extending over most of the back length,1,9,9,0,10,10,absent,0,0,0,0,more or less truncate,more or less normal,1,3,3,9,9,more or less normal,0,13,13,more or less normal,thoracic,beneath origin of D1,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5,NA,NA,NA,NA,NA,14,1991-07-02T00:00:00Z,65,1995-07-05T00:00:00Z,NA,NA,NA,"Grayish brown when fresh with scales with fine whitish markings, shading to brownish red ventrally; head paler ventrally, an indistinct orange-brown line from orbit to upper lip; posterior to orbit, 3 short dull reddish lines.  Flexible dorsal spines.  Caudal fin rounded in juveniles, double emarginate with slightly prolonged lobes in large males.  Skin black around anus.  Lateral line interrupted.  Brownish red pelvic fins with blotches or spots.  Dull reddish-brown iris.",NA,NA,NA,NA,NA,NA,NA,NA
5836,Cantherhines dumerilii,3806,6133,4421,0,0,NA,NA,NA,NA,NA,short and / or deep,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,0,34,39,absent,0,0,0,0,more or less truncate,more or less normal,1,0,0,28,35,more or less normal,0,14,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,1997-03-03T00:00:00Z,2291,2013-05-06T00:00:00Z,NA,NA,NA,"Greyish brown to yellowish brown with about 12 vertical dark brown bars; lips whitish; male adults with orange peduncle spines; soft dorsal, anal and pectoral fins pale yellowish; caudal fin orange with dusky rays (Ref. 4421).  Sexually dimorphic with males having longer and deeper orange peduncular spines and deeper orange tail and eyes (Ref. 37816).
Description:  Characterized by having first dorsal spine about equal to snout length, above front half of eye and partially fitting into groove on back; side of caudal fin with two pairs of anteriorly directed spines, larger in male; straight dorsal profile of snout; rounded caudal fin; depth of body at origin of anal fin 2.2-2.4 in SL (Ref. 90102).",NA,NA,NA,NA,NA,90102,NA,NA
6635,Cantherhines pardalis,4324,6955,1602,0,0,NA,NA,NA,NA,NA,short and / or deep,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,0,32,36,absent,0,0,0,0,NA,NA,1,0,0,29,32,NA,0,13,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,1995-09-08T00:00:00Z,2291,2013-05-06T00:00:00Z,NA,NA,NA,"Can adopt three basic color patterns:  mottled grey and brown, dark brown, or grey with a network of close-set polygonal spots.  All have a small white spot at the rear base of the second dorsal fin and sometimes the anal fin.
Description:  Characterized further by first dorsal spine nearly equal to length of snout, above front half of eye and partially fitting into groove on back; side of caudal peduncle with dense patch of setae in adult male; concave dorsal profile of snout; rounded caudal fin; depth of body at origin of anal fin 2.1-2.3 in SL (Ref. 90102).",NA,NA,NA,NA,NA,90102,NA,NA
7835,Cantherhines sandwichiensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4278,Canthidermis maculata,2626,4474,1602,0,0,NA,NA,NA,NA,NA,short and / or deep,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,37,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,0,23,25,absent,0,0,0,0,NA,NA,NA,0,0,20,22,NA,0,14,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,1995-09-08T00:00:00Z,2291,2013-05-06T00:00:00Z,NA,NA,NA,"Head, body and fins of adults dark; body with elongated white spots that may disappear with growth (Ref. 4420).
Description:  Characterized further by having notably elevated anteriorly soft dorsal and anal rays; front of eye with deep groove; relatively elongate body, greatest depth 2.1-2.3 in SL; double emarginate caudal fin with lobes of adult slightly to moderately prolonged (Ref. 90102).",NA,NA,NA,NA,NA,90102,4420,NA
7840,Canthigaster amboinensis,4939,8150,1602,0,0,NA,NA,NA,NA,NA,short and / or deep,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,10,12,absent,0,0,0,0,more or less truncate,more or less normal,1,0,0,10,11,more or less normal,0,16,17,suppressed/absent,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,1995-09-08T00:00:00Z,2291,2013-05-07T00:00:00Z,NA,NA,NA,Description:  Characterized by brown to orange-brown color on forehead with bluish hue on ventral surface; head with dark brown to blue spots and bands; sides with small blue and blackish spots; depth of body at origin of anal fin 2.3-2.5 in SL; head length 2.4-2.9 in SL; snout length 1.4-1.6 in head length; bony interorbital width 2.6-2.9 in head length; caudal peduncle depth 2.0-2.5 in head length; slightly rounded caudal fin (Ref. 90102).,NA,NA,NA,NA,NA,4919,90102,NA
6541,Canthigaster bennetti,4260,6862,1602,0,0,NA,NA,NA,NA,NA,short and / or deep,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,9,11,absent,0,0,0,0,more or less truncate,more or less normal,1,0,0,8,10,more or less normal,0,14,16,suppressed/absent,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,1995-09-08T00:00:00Z,2291,2013-05-07T00:00:00Z,NA,NA,NA,"Less than 30 small brown dots on side of caudal peduncle (Ref. 559).
Description:  Characterized further by brown color of upper half, whitish below, blue to greenish eye spokes; chin with blue lines; base of dorsal fin with pale-edged black spot; depth of body at origin of anal fin 2.6-3.2 in SL; head length 2.6-2.8 in SL; length of snout 1.4-1.6 in head length; bony interorbital width 4.0-4.8 in head length; caudal peduncle depth 2.1-2.7 in head length; slightly rounded caudal fin (Ref. 90102).",NA,NA,NA,NA,NA,4919,90102,NA
6543,Canthigaster janthinoptera,4262,6864,1602,0,0,NA,NA,NA,NA,NA,short and / or deep,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,9,10,absent,0,0,0,0,more or less truncate,more or less normal,1,0,0,9,10,more or less normal,0,16,18,suppressed/absent,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,1995-09-08T00:00:00Z,2291,2013-05-07T00:00:00Z,NA,NA,NA,"Many white spots scattered on body (Ref. 559).
Description:  Characterized by brown color with dense covering of pupil-sized blue green to white spots extending onto basal portion of caudal fin; depth of body at origin of anal fin 2.2-2.6 in SL; head length 2.4-2.6 in SL; snout length 1.5-1.6 in head length; bony interorbital width 3.0-3.8 in head length; caudal peduncle depth 1.8-2.3 in head length; slightly rounded caudal fin (Ref. 90102).",NA,NA,NA,NA,NA,559,90102,NA
6578,Canthigaster solandri,4285,6900,1602,0,0,NA,NA,NA,NA,NA,short and / or deep,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,8,10,absent,0,0,0,0,more or less truncate,more or less normal,1,0,0,8,10,more or less normal,0,15,18,suppressed/absent,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,1995-09-08T00:00:00Z,1,2005-01-24T00:00:00Z,NA,NA,NA,"Ocellus at base of dorsal fin; dark lines radiating from eye; caudal fin brown with pale spots, outer rows may form wavy lines (Ref. 4919).",NA,NA,NA,NA,NA,4919,NA,NA
6544,Canthigaster valentini,4264,6866,1602,0,0,NA,NA,NA,NA,NA,short and / or deep,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,9,9,absent,0,0,0,0,more or less truncate,more or less normal,1,0,0,9,9,more or less normal,0,16,17,suppressed/absent,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,1995-09-08T00:00:00Z,2291,2013-05-08T00:00:00Z,NA,NA,NA,"Side with two prominent dark bars extending to belly (Ref. 559).
Description:  Characterized further by generally white body color with light brown spots and four dark brown to black saddles, middle two extending onto belly; depth of body at origin of anal fin 2.5-2.9 in SL; head length 2.2-2.5 in SL; snout length 1.4-1.6 in head length; caudal peduncle depth 2.2-2.8 in head length; slightly rounded caudal fin (Ref. 90102).",6560,NA,NA,NA,likely to be confused with closely related species.,559,90102,NA
7873,Caracanthus maculatus,4965,8183,1602,0,0,NA,NA,NA,NA,NA,short and / or deep,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,8,0,12,13,NA,NA,NA,NA,NA,NA,NA,1,2,2,11,12,NA,0,13,15,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,1995-08-31T00:00:00Z,2291,2013-03-06T00:00:00Z,NA,NA,NA,"Coloration is tan to light gray covered with numerous small reddish-brown spots and has a notched dorsal fin.
Description:  Characterized by having single small spine at lower anterior edge of lacrimal; depth of body about 1.7 in SL (Ref. 90102).",NA,NA,NA,NA,NA,90102,NA,NA
12899,Caracanthus unipinna,7025,13230,1602,0,0,NA,NA,NA,NA,NA,short and / or deep,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,8,0,12,13,absent,0,0,0,0,NA,NA,1,2,2,11,12,NA,0,12,13,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,1995-08-31T00:00:00Z,2291,2013-03-06T00:00:00Z,NA,NA,NA,"Uniformly dark species that has smaller, but longer tubercles than <i>C. maculatus</i> and lacks a notch in the dorsal fin.
Description:  Characterized by having two small spines at lower anterior edge of lacrimal; depth of body about 1.8 in SL (Ref. 90102).",NA,NA,NA,NA,NA,90102,NA,NA
1921,Carangoides ferdau,1489,2117,3197,0,0,NA,NA,NA,NA,NA,fusiform / normal,compressed,clearly convex,0,NA,NA,NA,present,villiform,NA,NA,NA,present,villiform,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,along lateral line,NA,NA,NA,present,dorsal and ventral,ending before ventral contour,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,20,7,10,24,30,NA,NA,NA,NA,NA,NA,2,9,9,0,26,34,absent,0,0,0,0,NA,NA,2,3,3,21,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,1995-09-04T00:00:00Z,2310,2013-04-08T00:00:00Z,NA,NA,NA,"Description:  Blue green above, paler below; 5-6 dusky bands on sides; sometimes with inconspicuous golden spots (Ref. 3197).  Bluish green dorsally, shading to silvery on sides, with 7-10 grey bars; dorsal and anal fins sometimes yellowish.  Body oblong and compressed, dorsal profile more convex than ventral profile; snout bluntly rounded.  Breast scaleless ventrally to origin of pelvic fins.  LL with 21-37 small scutes.  Both jaws with narrow bands of villiform teeth, becoming obsolete with age. (Ref. 90102)",NA,NA,NA,NA,NA,90102,NA,NA
1909,Carangoides orthogrammus,1480,2105,1602,0,0,NA,NA,NA,NA,NA,fusiform / normal,compressed,NA,0,NA,more or less normal,terminal,present,villiform,NA,NA,NA,present,villiform,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both jaws with narrow bands of villiform teeth, becoming obsolete with age.",NA,along lateral line,NA,NA,NA,present,mainly dorsal,ending before ventral contour,NA,NA,NA,NA,NA,NA,more than one spot,mainly ventral,mainly on trunk,NA,NA,NA,NA,NA,NA,NA,0,21,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,23,8,10,28,33,NA,NA,NA,NA,NA,NA,2,9,9,0,28,31,NA,NA,NA,NA,NA,NA,NA,2,3,3,24,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,1995-09-04T00:00:00Z,2310,2013-04-08T00:00:00Z,NA,NA,NA,"Description:  Brassy to greenish blue dorsally, shading to silvery on sides, adult with 6-7 faint grey bars on dorsal half and several relatively large elliptical yellow spots (often with dusky centers) on middle of side.  Body oblong and compressed, dorsal profile more convex than ventral profile.  Breast scaleless ventrally to origin of pelvic fins.  LL scutes 19-31.   Snout usually slightly angular (Ref. 90102). Large individuals develop a terminal snout and elongate points on the soft dorsal and anal fins (Ref. 37816).",1921,"Sometimes has faint chevron bars similar to those of <i>C. ferdau</i>, but nearly has a few small yellow blotches on its sides.",NA,NA,NA,90102,NA,NA
1936,Caranx lugubris,1501,2132,1602,0,0,NA,NA,NA,NA,NA,fusiform / normal,compressed,NA,0,eyes with fixed fatty (adipose) tissue/eyelids,NA,NA,present,conical,NA,1,1,present,villiform,canine-like,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"upper jaw with outer row of of strong widely spaced canine teeth and inner band of small villiform teeth; lower jaw with single row of strong, widely spaced conical teeth (Ref. 90102).",NA,along lateral line,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,22,6,8,23,30,NA,NA,NA,NA,NA,NA,2,9,9,0,20,22,absent,0,0,0,0,NA,NA,2,3,3,16,19,NA,NA,20,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,1995-09-04T00:00:00Z,2310,2013-04-08T00:00:00Z,NA,NA,NA,"Description:  Head, body, and fins dark olive grey to brown or black dorsally, shading to bluish gray ventrally; median fins and lateral line scutes usually dark brown or black  (Ref. 90102, Ref. 13442).   Body oblong and compressed, dorsal profile strongly convex anteriorly, ventral profile slightly convex; breast completely scaleless;  LL scutes 26-33, strong (Ref. 90102).  Upper profile of head steep, the anterior part slightly concave; mouth relatively large, the maxilla nearly reaching center of eye (Ref. 13442). Adipose eyelid moderately developed, small anteriorly extending forward to rear half of pupil on posterior part of eye (Ref. 90102).",NA,NA,NA,NA,NA,13442,90102,NA
